job_id,job_title,company_name,location,description_text,qualifications,experience_years,salary_formatted,job_type,industry,apply_link
426,Cloud Engineer,Ministry of Finance,Riyadh,Build and manage cloud infrastructure on AWS and Azure. Implement infrastructure as code and cloud security controls.,"Terraform, Docker, Kubernetes, Networking, AWS",2-4,14000-20000 SAR,Full-time,Government,https://careers.mof.gov.sa/job/426
427,AI Engineer,Oracle Saudi Arabia,Riyadh,Research and deploy AI solutions across computer vision and NLP domains. Build end-to-end AI systems at production scale.,"Computer Vision, CUDA, MLOps, NLP, PyTorch, Docker",5-8,24000-36000 SAR,Contract,IT Services,https://careers.oracle.com/sa/job/427
428,Cloud Engineer,KACST,Riyadh,Build and manage cloud infrastructure on AWS and Azure. Implement infrastructure as code and cloud security controls.,"Kubernetes, Python, Terraform, Docker",2-4,14000-20000 SAR,Full-time,Research,https://careers.kacst.edu.sa/job/428
429,Senior Backend Developer,PwC Saudi Arabia,Riyadh,Design database schemas and optimize query performance. Implement secure authentication and authorization systems.,"Redis, Python, Docker, AWS, PostgreSQL",2-4,12000-18000 SAR,Full-time,Consulting,https://careers.pwc.com/sa/job/429
430,DevOps Engineer,Tamara,Riyadh,Automate infrastructure provisioning and deployment workflows. Monitor system health and respond to incidents.,"Terraform, Jenkins, Kubernetes, Prometheus",3-5,16000-24000 SAR,Full-time,Fintech,https://careers.tamara.co/job/430
431,Junior Product Manager,NEOM,Tabuk,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"Figma, Jira, Stakeholder Management, SQL, Product Strategy, User Research, Agile",3-5,16000-24000 SAR,Full-time,Smart City,https://careers.neom.com/job/431
432,Senior Cybersecurity Engineer,Microsoft Saudi Arabia,Jeddah,Build automated security tooling and integrate security into CI/CD pipelines. Lead security incident response.,"SIEM, Cloud Security, Zero Trust, Endpoint Security",5-8,22000-32000 SAR,Full-time,IT Services,https://careers.microsoft.com/sa/job/432
433,Data Scientist,Mozn,Madinah,Develop predictive models and statistical analyses. Collaborate with business stakeholders on data-driven decisions.,"TensorFlow, Python, PyTorch, Pandas, Statistics, SQL, Machine Learning",2-4,14000-20000 SAR,Remote,AI/Fintech,https://careers.mozn.sa/job/433
434,Database Administrator,Saudi Payments,Madinah,"Manage and optimize enterprise database systems. Ensure availability, performance, and security of critical data.","PostgreSQL, Python, SQL Server, Performance Tuning, Backup & Recovery, Oracle",5-8,17000-25000 SAR,Full-time,Fintech,https://careers.saudipayments.com/job/434
435,Senior Cybersecurity Engineer,Google Saudi Arabia,Riyadh,Build automated security tooling and integrate security into CI/CD pipelines. Lead security incident response.,"Zero Trust, Firewall, Endpoint Security, SIEM, Network Security, Python",3-5,16000-24000 SAR,Full-time,Tech,https://careers.google.com/sa/job/435
436,Cloud Engineer,Riyad Bank,Riyadh,Migrate on-premise workloads to cloud platforms. Design and maintain cloud-native architectures.,"Docker, IAM, AWS, Python, Linux",2-4,14000-20000 SAR,Contract,Banking,https://careers.riyadbank.com/job/436
437,DevOps Engineer,Lean Technologies,Riyadh,Manage containerized workloads and cloud infrastructure. Drive SRE practices across engineering teams.,"Terraform, Prometheus, Linux, CI/CD, Jenkins, Docker, Kubernetes",3-5,16000-24000 SAR,Full-time,Fintech,https://careers.leantech.me/job/437
438,Senior Product Manager,Alinma Bank,Makkah,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"Product Strategy, SQL, OKRs, User Research, Agile",6-10,28000-40000 SAR,Full-time,Banking,https://careers.alinma.com/job/438
439,AI Engineer,Elm,Tabuk,Research and deploy AI solutions across computer vision and NLP domains. Build end-to-end AI systems at production scale.,"NLP, PyTorch, Python, CUDA, Docker",5-8,24000-36000 SAR,Remote,GovTech,https://careers.elm.sa/job/439
440,Junior Cybersecurity Engineer,Unifonic,Makkah,Design and implement security architecture and controls. Conduct threat modeling and security assessments.,"Endpoint Security, Zero Trust, Cloud Security, Firewall, SIEM",3-5,16000-24000 SAR,Full-time,Communication,https://careers.unifonic.com/job/440
441,Senior Data Scientist,Alinma Bank,Khobar,Develop predictive models and statistical analyses. Collaborate with business stakeholders on data-driven decisions.,"Python, Statistics, PyTorch, SQL, Scikit-learn, Pandas, TensorFlow",4-6,18000-26000 SAR,Full-time,Banking,https://careers.alinma.com/job/441
442,Senior Data Scientist,STV,Riyadh,Build and deploy ML models to solve business problems. Work with large datasets to extract actionable insights.,"Statistics, SQL, Scikit-learn, TensorFlow, PyTorch",4-6,18000-26000 SAR,Full-time,Media,https://careers.stv.tv/job/442
443,Machine Learning Engineer,Tamara,Dhahran,Design and implement ML platforms and tooling. Optimize model performance and maintain production systems.,"PyTorch, Feature Engineering, FastAPI, Docker",4-6,20000-30000 SAR,Full-time,Fintech,https://careers.tamara.co/job/443
444,Digital Marketing Specialist,stc,Riyadh,Grow online presence and drive customer acquisition through data-driven marketing strategies.,"Meta Ads, HubSpot, Google Ads, SEO",1-3,8000-12000 SAR,Full-time,Telecom,https://careers.stc.com.sa/job/444
445,AI Engineer,Careem,Khobar,Develop AI-powered features and integrate ML models into products. Maintain and improve AI infrastructure.,"Python, FastAPI, PyTorch, Computer Vision, Docker, CUDA, MLOps",3-5,18000-28000 SAR,Full-time,Transportation,https://careers.careem.com/job/445
446,Senior Systems Administrator,PwC Saudi Arabia,Riyadh,"Administer on-premise and cloud systems. Handle patching, backup, and disaster recovery procedures.","Linux, Windows Server, ITIL, PowerShell, Active Directory",3-5,11000-17000 SAR,Full-time,Consulting,https://careers.pwc.com/sa/job/446
447,Senior SAP Consultant,Ministry of Finance,Riyadh,Implement and configure SAP ERP modules for government and enterprise clients. Conduct gap analysis and support go-live.,"SAP S/4HANA, SQL, ABAP, Business Process, SAP FICO",5-9,20000-30000 SAR,Full-time,ERP,https://careers.mof.gov.sa/job/447
448,Software Engineer,Mozn,Madinah,Develop backend systems supporting millions of users. Own features end-to-end from design to deployment.,"Python, SQL, Java, CI/CD, Microservices",5-8,20000-30000 SAR,Contract,AI/Fintech,https://careers.mozn.sa/job/448
449,Senior IT Auditor,Alinma Bank,Riyadh,"Conduct IT audits to assess controls, compliance, and risk across technology infrastructure and systems.","Risk Assessment, COBIT, SQL, ITIL",3-5,13000-20000 SAR,Full-time,Consulting,https://careers.alinma.com/job/449
450,IT Auditor,STV,Riyadh,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"ISO 27001, ITIL, SQL, Audit Frameworks",5-8,18000-26000 SAR,Contract,Consulting,https://careers.stv.tv/job/450
451,Senior Solution Architect,STV,Riyadh,Design end-to-end technology solutions for enterprise clients. Define architecture standards and integration patterns.,"API Design, Azure, Integration, TOGAF",8-12,28000-42000 SAR,Full-time,Media,https://careers.stv.tv/job/451
452,Senior Machine Learning Engineer,Al Rajhi Bank,Abha,Design and implement ML platforms and tooling. Optimize model performance and maintain production systems.,"Spark, FastAPI, MLflow, Docker, Feature Engineering, Python",3-5,18000-26000 SAR,Full-time,Banking,https://careers.alrajhibank.com.sa/job/452
453,Senior SAP Consultant,Ministry of Finance,Jubail,Design SAP solutions aligned with business processes. Provide Level 2/3 support for SAP environments.,"SAP ERP, Business Process, SQL, ABAP, SAP SD",3-6,15000-22000 SAR,Full-time,ERP,https://careers.mof.gov.sa/job/453
454,Senior Cybersecurity Analyst,SABIC,Khobar,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"ISO 27001, SOC, Network Security, SIEM, Python, Penetration Testing",2-4,12000-18000 SAR,Full-time,Petrochemicals,https://careers.sabic.com/job/454
455,Data Analyst,PwC Saudi Arabia,Riyadh,Transform raw data into clear visualizations and recommendations. Collaborate with operations and finance teams.,"SQL, Statistics, Power BI, Tableau",3-5,13000-19000 SAR,Full-time,Consulting,https://careers.pwc.com/sa/job/455
456,Senior Senior Software Engineer,Elm,Riyadh,Architect and build scalable services handling high traffic loads. Drive technical decisions across the team.,"Python, Kotlin, Docker, Java, PostgreSQL, System Design, Kubernetes",6-10,26000-38000 SAR,Contract,GovTech,https://careers.elm.sa/job/456
457,Machine Learning Engineer,Tahaluf,Riyadh,Build production-grade ML systems and inference pipelines. Bridge research and engineering to deploy models at scale.,"Docker, Spark, MLflow, Python, PyTorch",4-6,20000-30000 SAR,Full-time,Events Tech,https://careers.tahaluf.ae/job/457
458,Blockchain Developer,Ma'aden,Dhahran,Develop smart contracts and blockchain-based solutions for fintech and government applications.,"Hyperledger, Web3.js, REST APIs, Solidity",3-5,18000-26000 SAR,Full-time,Fintech,https://careers.maaden.com.sa/job/458
459,Senior Mobile Developer — Android,SAP Saudi Arabia,Riyadh,Build and maintain Android mobile applications for millions of Saudi users. Optimize performance and user experience.,"Android SDK, Kotlin, Jetpack Compose, Git, REST APIs, MVVM",3-5,14000-22000 SAR,Full-time,ERP,https://careers.sap.com/sa/job/459
460,Senior Scrum Master,SDAIA,Riyadh,Coach teams on Scrum practices and Agile principles. Coordinate dependencies across teams.,"Facilitation, Agile, Scrum, Coaching, Kanban, SAFe",4-6,16000-24000 SAR,Full-time,AI/Government,https://careers.sdaia.gov.sa/job/460
461,Senior Security Operations Center (SOC) Analyst,Saudi National Bank,Riyadh,Monitor security alerts and investigate incidents in a 24/7 SOC environment. Triaging and escalating threats.,"Incident Response, SIEM, Python, Threat Intelligence, Network Security, Splunk",1-3,10000-15000 SAR,Full-time,Banking,https://careers.snb.com.sa/job/461
462,Cloud Engineer,Foodics,Riyadh,Migrate on-premise workloads to cloud platforms. Design and maintain cloud-native architectures.,"Python, Terraform, Networking, Docker",3-5,16000-24000 SAR,Remote,SaaS,https://careers.foodics.com/job/462
463,Robotics Engineer,SDAIA,Riyadh,Build perception and motion planning systems for autonomous robots deployed in warehouses and public spaces.,"Computer Vision, Sensors, Deep Learning, Motion Planning, ROS, Python",5-8,24000-36000 SAR,Full-time,Smart City,https://careers.sdaia.gov.sa/job/463
464,Network Engineer,Telfaz11,Riyadh,"Design, implement, and maintain enterprise network infrastructure. Ensure high availability and security of network systems.","CCNA, Cisco, MPLS, Firewall, Linux, Routing, Switching",2-5,12000-18000 SAR,Full-time,Media,https://careers.telfaz11.com/job/464
465,Digital Marketing Specialist,SABIC,Riyadh,Plan and execute digital marketing campaigns. Analyze performance and optimize ROI across paid and organic channels.,"HubSpot, Analytics, Content Marketing, Google Ads",2-4,9000-14000 SAR,Contract,Petrochemicals,https://careers.sabic.com/job/465
466,Embedded Systems Engineer,Al Rajhi Bank,Riyadh,Design and implement embedded solutions for critical infrastructure monitoring and control systems.,"Embedded Linux, C++, IoT, RTOS, CAN Bus",5-8,18000-28000 SAR,Full-time,Energy,https://careers.alrajhibank.com.sa/job/466
467,Senior Network Engineer,Accenture Saudi Arabia,Riyadh,"Design, implement, and maintain enterprise network infrastructure. Ensure high availability and security of network systems.","Cisco, Linux, MPLS, Routing, Firewall, BGP, Network Security",2-5,12000-18000 SAR,Full-time,Consulting,https://careers.accenture.com/sa/job/467
468,Senior Frontend Developer,Amazon Saudi Arabia,Jeddah,Build responsive and performant web UIs. Implement pixel-perfect designs and ensure cross-browser compatibility.,"Webpack, Jest, HTML, Git, Next.js, TypeScript",2-4,12000-18000 SAR,Full-time,E-commerce,https://careers.amazon.sa/job/468
469,Senior Scrum Master,Microsoft Saudi Arabia,Riyadh,Coach teams on Scrum practices and Agile principles. Coordinate dependencies across teams.,"Facilitation, Coaching, SAFe, Agile, Kanban, Jira, Scrum",2-4,12000-18000 SAR,Full-time,IT Services,https://careers.microsoft.com/sa/job/469
470,SAP Consultant,Saudi National Bank,Tabuk,Implement and configure SAP ERP modules for government and enterprise clients. Conduct gap analysis and support go-live.,"SAP FICO, SAP SD, ABAP, SAP ERP, SQL, SAP S/4HANA, Business Process",5-9,20000-30000 SAR,Full-time,ERP,https://careers.snb.com.sa/job/470
471,Senior Machine Learning Engineer,Careem,Riyadh,Build production-grade ML systems and inference pipelines. Bridge research and engineering to deploy models at scale.,"MLflow, Kubeflow, FastAPI, Feature Engineering, Spark",3-5,18000-26000 SAR,Full-time,Transportation,https://careers.careem.com/job/471
472,Cybersecurity Analyst,KACST,Madinah,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"SOC, Python, SIEM, ISO 27001, OSINT, Network Security, Penetration Testing",5-8,20000-30000 SAR,Full-time,Research,https://careers.kacst.edu.sa/job/472
473,Robotics Engineer,NEOM,Tabuk,Design and develop robotic systems for industrial and smart city applications.,"Python, ROS, C++, Motion Planning, Sensors, Computer Vision",5-8,24000-36000 SAR,Full-time,Smart City,https://careers.neom.com/job/473
474,Blockchain Developer,Deloitte Saudi Arabia,Dhahran,Develop smart contracts and blockchain-based solutions for fintech and government applications.,"Smart Contracts, Python, Web3.js, REST APIs, Solidity",3-5,18000-26000 SAR,Contract,Fintech,https://careers.deloitte.com/sa/job/474
475,Senior Full Stack Developer,Riyad Bank,Riyadh,Own features across the full technology stack from UI to database. Work in a startup environment with high ownership.,"AWS, Node.js, React, Git, Docker, TypeScript, PostgreSQL",2-4,12000-19000 SAR,Full-time,Banking,https://careers.riyadbank.com/job/475
476,Solution Architect,STV,Khobar,Design end-to-end technology solutions for enterprise clients. Define architecture standards and integration patterns.,"TOGAF, Microservices, Enterprise Architecture, Integration, Azure",8-12,28000-42000 SAR,Full-time,Media,https://careers.stv.tv/job/476
477,Senior Systems Administrator,Telfaz11,Riyadh,"Administer on-premise and cloud systems. Handle patching, backup, and disaster recovery procedures.","Linux, Backup Solutions, VMware, PowerShell, ITIL, Windows Server",2-4,9000-14000 SAR,Full-time,Media,https://careers.telfaz11.com/job/477
478,Data Engineer,Mozn,Riyadh,Develop streaming and batch data pipelines processing millions of events daily.,"Delta Lake, AWS, Snowflake, Apache Spark",5-7,20000-28000 SAR,Full-time,AI/Fintech,https://careers.mozn.sa/job/478
479,Software Engineer,Ministry of Health,Riyadh,Develop backend systems supporting millions of users. Own features end-to-end from design to deployment.,"AWS, Git, CI/CD, SQL, Microservices, Java",3-5,15000-22000 SAR,Remote,Healthcare,https://careers.moh.gov.sa/job/479
480,Senior Business Analyst,Lean Technologies,Madinah,"Bridge business and technology teams. Document requirements, analyze data, and drive process improvements.","Stakeholder Management, SQL, Excel, Tableau, Power BI",2-4,10000-16000 SAR,Full-time,Fintech,https://careers.leantech.me/job/480
481,Junior Data Analyst,Saudi Payments,Riyadh,Transform raw data into clear visualizations and recommendations. Collaborate with operations and finance teams.,"Google Analytics, Power BI, SQL, Tableau, Statistics, Excel",3-5,13000-19000 SAR,Full-time,Fintech,https://careers.saudipayments.com/job/481
482,Senior Digital Marketing Specialist,SAP Saudi Arabia,Madinah,Grow online presence and drive customer acquisition through data-driven marketing strategies.,"HubSpot, Content Marketing, SEO, Meta Ads, SQL",1-3,8000-12000 SAR,Full-time,ERP,https://careers.sap.com/sa/job/482
483,DevOps Engineer,Ministry of Finance,Khobar,Build and maintain CI/CD pipelines and infrastructure automation. Ensure high availability and performance of production systems.,"Jenkins, AWS, Terraform, Linux, Ansible, Kubernetes, CI/CD",3-5,16000-24000 SAR,Contract,Government,https://careers.mof.gov.sa/job/483
484,Senior Machine Learning Engineer,Zain KSA,Riyadh,Design and implement ML platforms and tooling. Optimize model performance and maintain production systems.,"Kubeflow, Feature Engineering, Docker, Spark, FastAPI, PyTorch, Python",4-6,20000-30000 SAR,Full-time,Telecom,https://careers.sa.zain.com/job/484
485,Senior UX Designer,Ernst & Young KSA,Riyadh,"Design user-centered experiences for digital products. Conduct research, build prototypes, and validate designs with users.","Usability Testing, Design Systems, Prototyping, Adobe XD",3-5,13000-20000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/485
486,Senior Product Manager,IBM Saudi Arabia,Riyadh,Define product vision and prioritize backlog based on data and user insights. Drive execution with engineering and design teams.,"OKRs, Stakeholder Management, Jira, Agile, Figma, SQL, User Research",3-5,16000-24000 SAR,Remote,IT Services,https://careers.ibm.com/sa/job/486
487,Senior Quality Assurance Engineer,STV,Riyadh,Design and execute automated and manual test plans. Ensure software quality across web and mobile platforms.,"Cypress, Selenium, JIRA, Performance Testing",1-3,9000-14000 SAR,Full-time,Media,https://careers.stv.tv/job/487
488,Senior UX Designer,Hunger Station,Riyadh,"Design user-centered experiences for digital products. Conduct research, build prototypes, and validate designs with users.","Usability Testing, Design Systems, User Research, Figma",2-4,10000-16000 SAR,Full-time,Food Delivery,https://careers.hungerstation.com/job/488
489,Junior Full Stack Developer,Microsoft Saudi Arabia,Jubail,Own features across the full technology stack from UI to database. Work in a startup environment with high ownership.,"TypeScript, PostgreSQL, Docker, React, REST APIs",2-4,12000-19000 SAR,Full-time,IT Services,https://careers.microsoft.com/sa/job/489
490,Solution Architect,Tamara,Dammam,Design end-to-end technology solutions for enterprise clients. Define architecture standards and integration patterns.,"Azure, Enterprise Architecture, TOGAF, Microservices",8-12,28000-42000 SAR,Full-time,Fintech,https://careers.tamara.co/job/490
491,Mobile Developer — iOS,Elm,Riyadh,"Develop and maintain iOS applications with millions of active users. Focus on performance, stability, and user experience.","UIKit, Core Data, SwiftUI, Swift, Xcode, TestFlight, Git",3-5,14000-22000 SAR,Full-time,GovTech,https://careers.elm.sa/job/491
492,Digital Marketing Specialist,Tabby,Riyadh,Plan and execute digital marketing campaigns. Analyze performance and optimize ROI across paid and organic channels.,"Content Marketing, SQL, Meta Ads, Analytics",1-3,8000-12000 SAR,Full-time,Fintech,https://careers.tabby.ai/job/492
493,Senior Software Engineer,STC Solutions,Madinah,Develop backend systems supporting millions of users. Own features end-to-end from design to deployment.,"AWS, Python, Docker, Git, REST APIs, CI/CD",2-4,12000-18000 SAR,Contract,IT Services,https://careers.stcsolutions.com.sa/job/493
494,Data Analyst,Telfaz11,Riyadh,"Monitor KPIs, identify trends, and present findings to leadership. Support data-driven decision making.","SQL, Tableau, Statistics, Power BI, Python, Excel, Google Analytics",2-4,11000-17000 SAR,Remote,Media,https://careers.telfaz11.com/job/494
495,Data Engineer,SAP Saudi Arabia,Dammam,Build data infrastructure and warehouse solutions to support analytics and ML teams.,"Kafka, SQL, AWS, Apache Spark, Delta Lake, Python",2-4,14000-20000 SAR,Full-time,ERP,https://careers.sap.com/sa/job/495
496,Frontend Developer,Ma'aden,Tabuk,Develop and maintain customer-facing web applications. Collaborate closely with UX designers and backend teams.,"CSS, React, TypeScript, Jest, Git",1-3,10000-15000 SAR,Full-time,Mining,https://careers.maaden.com.sa/job/496
497,Senior Technical Support Engineer,King Fahd University,Dhahran,Provide Level 2/3 technical support for enterprise software and infrastructure. Resolve complex customer issues.,"Networking, Linux, Troubleshooting, SQL",2-4,10000-15000 SAR,Full-time,Education,https://careers.kfupm.edu.sa/job/497
498,Senior Security Operations Center (SOC) Analyst,KPMG Saudi Arabia,Abha,Monitor security alerts and investigate incidents in a 24/7 SOC environment. Triaging and escalating threats.,"SIEM, Python, Splunk, Incident Response",1-3,10000-15000 SAR,Full-time,Consulting,https://careers.kpmg.com/sa/job/498
499,Senior Data Scientist,Mozn,Dhahran,Build and deploy ML models to solve business problems. Work with large datasets to extract actionable insights.,"Statistics, Scikit-learn, Python, SQL",1-3,12000-18000 SAR,Contract,AI/Fintech,https://careers.mozn.sa/job/499
500,Senior Data Analyst,Al Rajhi Bank,Riyadh,"Monitor KPIs, identify trends, and present findings to leadership. Support data-driven decision making.","SQL, Python, Excel, Power BI, Tableau",3-5,13000-19000 SAR,Full-time,Banking,https://careers.alrajhibank.com.sa/job/500
